subject,body,label,is_phishing,is_malware,is_harmful,is_ad,정상,해설
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-1467-1467
첨부된 PDF에 안내 번호가 기재되어 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
결제 거절됨 ? 카드 정보 업데이트,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-c21ffbd1.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
Security alert ? new device sign-in,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-95d1de5e.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DHL: Shipment on hold ? customs fee required,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-6fe116e8.int-ship[.]pro
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-b81176d5.secure-docs[.]world
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박
HTML 첨부 파일 보안 알림,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_0bb12053.html
If you did not request this, ignore this message.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구
택배 반송 예정 ? 주소 확인 | 카카오,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-73c27f6f.ms-share[.]top
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-e2286dd6.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인 | Korea Post,"A new device signed in to your Coinbase account.
Review: https://coinbase-0f90ebdb.security-check[.]zone
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[네이버페이] 결제 승인 알림(본인 미사용 시 취소),"네이버페이 결제가 승인되었습니다. 본인 사용이 아닐 경우 즉시 취소 요청을 진행해 주세요.
취소 요청: https://n-pay-cancel-bdf16e29.naver-secure[.]co
※ 30분 이내 미취소 시 청구될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[법원] 전자소송 등기·출석요구 안내 | Dropbox,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-0ff94e55.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Microsoft 365: Action required ? session expired,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-ef47ff4d.secure-office[.]cloud
Note: Messages may be held until verification is complete.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DocuSign: Signature request pending | Dropbox,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-9a00280e.secure-docs[.]world
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
HTML 첨부 파일 보안 알림,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_1bd3bcaf.html
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 짧은 기한·긴급성으로 행동 압박
OneNote 문서 공유: ‘연말정산_영수증.one’ | Google,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-f7c8dbcc.ms-share[.]top
This is an automated message. Do not reply.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in,"전자소송 관련 서류가 발송되었습니다. 열람 및 확인을 진행하세요.
서류 확인: https://court-doc-ed5c099e.e-notice[.]site
※ 기한 내 미열람 시 불이익이 발생할 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"법원/전자소송 등 공공기관 권위 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-ce0f4d81.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
HTML 첨부 파일 보안 알림 | Microsoft 365,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_f6913496.html
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구
Adobe Cloud: Payment failed,"Your subscription payment could not be processed. Update your billing to avoid interruption.
Update: https://adobe-1bdd5ca8.billing-update[.]info
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[금융보안원] 전자금융 이상거래 탐지,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-0ba981b3.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-4f7c3a39.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[관세청] 해외직구 통관 수수료 미납 통지 | 우리은행,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-654c1e57.krpost[.]co
※ 미납 시 반송 처리됩니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
콜백 결제 분쟁 알림 ? 즉시 연락 요망 | 롯데택배,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-4973-4973
첨부된 PDF에 안내 번호가 기재되어 있습니다.
This is an automated message. Do not reply.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
DocuSign: Signature request pending,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-9a7c47ad.secure-docs[.]world
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Storage full ? verify now,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-c44c2967.secure-docs[.]world
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
결제 거절됨 ? 카드 정보 업데이트,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-66889f50.int-ship[.]pro
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue | OneDrive,"네이버페이 결제가 승인되었습니다. 본인 사용이 아닐 경우 즉시 취소 요청을 진행해 주세요.
취소 요청: https://n-pay-cancel-decd874f.naver-secure[.]co
※ 30분 이내 미취소 시 청구될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
QR 인증 필요: 택배 배송 확인,"배송 상태 확인을 위해 QR 코드를 스캔하세요.
QR 링크: https://qr-track-e75eeb93.parcel-info[.]dev
※ 모바일 전용 페이지입니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭
QR 인증 필요: 택배 배송 확인 | Zoom,"배송 상태 확인을 위해 QR 코드를 스캔하세요.
QR 링크: https://qr-track-55af9d10.parcel-info[.]dev
※ 모바일 전용 페이지입니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭
[금융보안원] 전자금융 이상거래 탐지,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-7ab5ebb9.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[관세청] 해외직구 통관 수수료 미납 통지,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-c385de4a.krpost[.]co
※ 미납 시 반송 처리됩니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
문서서명 요청 ? 3시간 내 만료,"안녕하세요. 택배 배송이 주소지 불명으로 보류되었습니다.
정확한 수령지 확인: https://delivery-update-c7b1340b.parcel-track[.]app
※ 24시간 내 미확인 시 반송됩니다.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,택배/통관/관세 이슈 사칭; 전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박
[국세청] 종합소득세 환급 안내,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-7544adbe.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue | Dropbox,"다음 앱이 조직 데이터에 접근하려 합니다: SaaS Bridge
요청 권한: 메일/드라이브 읽기
검토: https://consent-7ae14c5d.entra-apps[.]cloud
This is an automated message. Do not reply.",1,1,1,0,0,악성,"환급/결제/청구 등 금전 미끼 사용; OAuth 앱 동의(illicit consent) 유도; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Security alert ? new device sign-in,"We couldn’t verify your workspace domain. Re-verify to prevent suspension.
Verify: https://slack-7695b49a.workspace-check[.]tools
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[네이버페이] 결제 승인 알림(본인 미사용 시 취소),"네이버페이 결제가 승인되었습니다. 본인 사용이 아닐 경우 즉시 취소 요청을 진행해 주세요.
취소 요청: https://n-pay-cancel-3b4e84f6.naver-secure[.]co
※ 30분 이내 미취소 시 청구될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
OneNote 문서 공유: ‘연말정산_영수증.one’,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-cde2056c.ms-share[.]top
If you did not request this, ignore this message.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
콜백 결제 분쟁 알림 ? 즉시 연락 요망,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-3918-3918
첨부된 PDF에 안내 번호가 기재되어 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
Security alert ? new device sign-in,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_fa701997.html
If you did not request this, ignore this message.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구
[네이버페이] 결제 승인 알림(본인 미사용 시 취소),"네이버페이 결제가 승인되었습니다. 본인 사용이 아닐 경우 즉시 취소 요청을 진행해 주세요.
취소 요청: https://n-pay-cancel-3e8fd769.naver-secure[.]co
※ 30분 이내 미취소 시 청구될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
긴급: 계정이 일시 잠김 ? 즉시 확인 필요,"We couldn’t verify your workspace domain. Re-verify to prevent suspension.
Verify: https://slack-7ae5110a.workspace-check[.]tools
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
택배 반송 예정 ? 주소 확인 | KB국민,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-5b701154.krpost[.]co
※ 미납 시 반송 처리됩니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
DHL: Shipment on hold ? customs fee required,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-7ac561d7.int-ship[.]pro
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DHL: Shipment on hold ? customs fee required,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-cf905a6a.int-ship[.]pro
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박
Security alert ? new device sign-in | 신한,"We couldn’t verify your workspace domain. Re-verify to prevent suspension.
Verify: https://slack-463c26ae.workspace-check[.]tools
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증 | Coinbase,"해외직구 물품의 통관 수수료가 미납되어 배송이 보류되었습니다.
납부 기한: 2025-08-20
납부 바로가기: https://customs-fee-cd5aa010.krpost[.]co
※ 미납 시 반송 처리됩니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭
Microsoft 365: Action required ? session expired,"Your Microsoft 365 session has expired. To continue receiving emails, please re-authenticate your account.
Re-authenticate: https://m365-login-a04a42dc.secure-office[.]cloud
Note: Messages may be held until verification is complete.
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
보안경고: OAuth 앱 동의 요청,"다음 앱이 조직 데이터에 접근하려 합니다: Calendar Sync
요청 권한: 메일/드라이브 읽기
검토: https://consent-40a91826.entra-apps[.]cloud
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"OAuth 앱 동의(illicit consent) 유도; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-ca5c31c8.secure-docs[.]world
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Adobe Cloud: Payment failed,"Your subscription payment could not be processed. Update your billing to avoid interruption.
Update: https://adobe-78726df6.billing-update[.]info
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Coinbase: New device sign-in | DocuSign,"A new device signed in to your Coinbase account.
Review: https://coinbase-d4a9243f.security-check[.]zone
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue | 카카오,"최근 결제 분쟁이 접수되었습니다. 처리팀으로 즉시 연락해 주십시오.
문의: 080-8826-8826
첨부된 PDF에 안내 번호가 기재되어 있습니다.
If you did not request this, ignore this message.",1,1,1,0,0,악성,환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박
DHL: Shipment on hold ? customs fee required,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-1c8a39e4.int-ship[.]pro
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
긴급: 계정이 일시 잠김 ? 즉시 확인 필요 | 신한,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_30abf215.html
? 자동 발송 메일 ? 회신 불가",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구; 짧은 기한·긴급성으로 행동 압박
Storage full ? verify now | FedEx,"배송 상태 확인을 위해 QR 코드를 스캔하세요.
QR 링크: https://qr-track-6c77e8d2.parcel-info[.]dev
※ 모바일 전용 페이지입니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 택배/통관/관세 이슈 사칭
DocuSign: Signature request pending | 신한,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-f0774299.secure-docs[.]world
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
PayPal: Unusual activity detected,"We detected unusual activity on your account. Confirm your identity to restore access.
Confirm: https://paypal-e4336015.resolve-center[.]site
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
DocuSign: Signature request pending,"You have a pending document requiring your signature. View the document within 3 hours.
View: https://docsig-108f9ebb.secure-docs[.]world
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"전자 서명 유도(DocuSign 등); 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
결제 거절됨 ? 카드 정보 업데이트,"Your mailbox is out of storage. Verify and request an extension to avoid email delivery issues.
Verify: https://gw-storage-c157ee2b.goog-mail[.]app
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
보안경고: OAuth 앱 동의 요청 | Slack,"다음 앱이 조직 데이터에 접근하려 합니다: Mail Sync
요청 권한: 메일/드라이브 읽기
검토: https://consent-6f398ae6.entra-apps[.]cloud
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"OAuth 앱 동의(illicit consent) 유도; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-d8bbe7e3.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[국세청] 종합소득세 환급 안내 | DHL,"국세청 홈택스 안내입니다. 환급 대상 여부 확인을 위해 본인인증이 필요합니다.
아래 확인 버튼을 눌러 본인확인을 진행하세요.
확인: https://hometax-refund-78468801.nts-go[.]kr
※ 10분 내 미확인 시 환급이 취소될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭
[금융보안원] 전자금융 이상거래 탐지 | Google,"귀하의 계정에서 이상 거래가 탐지되었습니다. 조치가 필요합니다.
조치하기: https://efs-alert-845d1a69.secure-check[.]top
※ 본 알림은 자동 발송되었습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
세금 환급 대기 중 ? 본인 확인,"A new device signed in to your Coinbase account.
Review: https://coinbase-83068c0c.security-check[.]zone
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
[카카오] 고객센터 보안인증 필요 | OneDrive,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-bc0e6c72.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박
HTML 첨부 파일 보안 알림,"중요: 계정 확인을 위해 첨부된 HTML 파일을 열고 지침을 따르세요.
첨부: verify_d3b85374.html
If you did not request this, ignore this message.",1,1,1,0,0,악성,자격 증명(로그인/비밀번호) 관련 요구
Security alert ? new device sign-in | 신한,"Your mailbox is out of storage. Verify and request an extension to avoid email delivery issues.
Verify: https://gw-storage-392202ae.goog-mail[.]app
This is an automated message. Do not reply.",1,1,0,0,0,피싱,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Coinbase: New device sign-in | FedEx,"A new device signed in to your Coinbase account.
Review: https://coinbase-78656cb3.security-check[.]zone
보안을 위해 링크는 30분 후 만료됩니다.",1,1,0,0,0,피싱,"택배/통관/관세 이슈 사칭; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
Invoice attached ? payment overdue,"A new device signed in to your Coinbase account.
Review: https://coinbase-ffbff319.security-check[.]zone
보안을 위해 링크는 30분 후 만료됩니다.",1,1,1,0,0,악성,"환급/결제/청구 등 금전 미끼 사용; 짧은 기한·긴급성으로 행동 압박; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
OneNote 문서 공유: ‘연말정산_영수증.one’,"동료가 OneNote 문서를 공유했습니다. 열람하려면 로그인하세요.
열람: https://onenote-976bf35e.ms-share[.]top
This is an automated message. Do not reply.",1,1,1,0,0,악성,"자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
조직 외부 로그인 차단됨 ? 재인증 | Korea Post,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-eb14fb9d.int-ship[.]pro
? 자동 발송 메일 ? 회신 불가",1,1,0,0,0,피싱,자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭
긴급: 계정이 일시 잠김 ? 즉시 확인 필요,"최근 비정상 접속이 감지되었습니다. 카카오톡 이용 보호를 위해 QR 보안 인증이 필요합니다.
QR 인증: https://kakao-verify-eda1b709.support-kakao[.]com
※ 미인증 시 이용이 제한될 수 있습니다.
If you did not request this, ignore this message.",1,1,0,0,0,피싱,QR(큐싱)로 인증/확인 유도; 자격 증명(로그인/비밀번호) 입력 요구 + 링크 포함; 짧은 기한·긴급성으로 행동 압박
DHL: Shipment on hold ? customs fee required,"Your shipment is on hold pending customs payment.
Pay now: https://dhl-fee-b744acdf.int-ship[.]pro
If you did not request this, ignore this message.",1,1,0,0,0,피싱,"환급/결제/청구 등 금전 미끼 사용; 택배/통관/관세 이슈 사칭; 의심스러운 도메인 표기(비공식/특이 패턴, [.] 등)"
